Key,Comment,Japanese,English,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,Simplified Chinese_Steam,English_Steam,Korean_Steam
Akiho.Fallen2-42,戦闘員,「うおっ、コイツ何も言わないでも必死にしゃぶりやがってっ！」,"「Whoa, he's sucking so hard without saying a word!」",「喔，這傢伙一句話也不說，卻拼命地舔吮！」,「喔，这家伙一句话也不说，却拼命地舔吮！」,「うおっ、コイツ何も言わないでも必死にしゃぶりやがってっ！」,「喔，這傢伙什麼都沒說就拼命地吸吮啊！」,「喔，这家伙什么都没说就拼命地吸吮啊！」,"""Whoa, this girl's desperately sucking without me even saying anything!""","「우옷, 이 녀석 아무 말 안 해도 필사적으로 빨아대잖아!」"
,,,,,,,,,,
Akiho.Fallen2-43,明穂,「ちゅぱっ♥、ちゅぱっ♥、ちゅぱっ♥、んっ♥、チンポおいしいっ♥、早く出してっ♥♥、」,"「Ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh.」",「啾啾♥、啾啾♥、啾啾♥、嗯♥、陰莖好美味♥、快點射出來♥♥、」,「啾啾♥、啾啾♥、啾啾♥、嗯♥、阴茎好美味♥、快点射出来♥♥、」,「ちゅぱっ♥、ちゅぱっ♥、ちゅぱっ♥、んっ♥、チンポおいしいっ♥、早く出してっ♥♥、」,「啾♥、啾♥、啾♥、嗯♥，陰莖好美味♥，快點射出來♥♥」,「啾♥、啾♥、啾♥、嗯♥，阴茎好美味♥，快点射出来♥♥」,"""Slurp♥ Slurp♥ Slurp♥ Nnh♥ Your dick tastes so good♥ Come quickly♥♥""","「츄팟♥, 츄팟♥, 츄팟♥, 응읏♥, 자지 맛있어♥, 빨리 싸줘♥♥,」"
,2－7,,,,,,,,,
Akiho.Fallen2-44,戦闘員,「ぐっ、初めてのフェラでこんなフェラ顔しやがってっ、俺はチンポは給餌器じゃねえんだぞっ」,「I'm not a cock feeder!」,「咕、第一次口交就露出這種表情，我可不是陰莖的餵食器啊」,「咕、第一次口交就露出这种表情，我可不是阴茎的喂食器啊」,「ぐっ、初めてのフェラでこんなフェラ顔しやがってっ、俺はチンポは給餌器じゃねえんだぞっ」,「唔，第一次幫人口交就露出這種口交的表情，我的陰莖可不是妳的餵食管喔。」,「唔，第一次帮人口交就露出这种口交的表情，我的阴茎可不是妳的喂食管喔。」,"""Ugh, making that kind of face during your first blowjob! My dick isn't a feeding tube!""","「크윽, 처음 하는 펠라인데 이런 펠라 얼굴을 하고서, 내 자지는 급식기가 아니라고」"
,,,,,,,,,,
Akiho.Fallen2-45,明穂,「ちゅぱっ♥、ちゅぱっ♥、んんっ♥、家畜でいいからっ♥、せーえき出してっ♥、沢山おっぱい搾ってもらうっ♥♥！」,「I want you to squeeze my tits a lot!」,「啾啾♥、啾啾♥、嗯嗯♥、畜生就好♥、射出聖液♥、多擠壓胸部給我♥♥！」,「啾啾♥、啾啾♥、嗯嗯♥、畜生就好♥、射出圣液♥、多挤压胸部给我♥♥！」,「ちゅぱっ♥、ちゅぱっ♥、んんっ♥、家畜でいいからっ♥、せーえき出してっ♥、沢山おっぱい搾ってもらうっ♥♥！」,「啾♥、啾♥、嗯嗯♥，當家畜也沒關係♥，把精液射給我♥，我要讓你們多幫我擠一點奶♥♥！」,「啾♥、啾♥、嗯嗯♥，当家畜也没关系♥，把精液射给我♥，我要让你们多帮我挤一点奶♥♥！」,"""Slurp♥ Slurp♥ Nnh♥ I'll be livestock♥ Just give me your come♥ I need lots of milking♥♥""","「츄팟♥, 츄팟♥, 응응읏♥, 가축이라도 좋으니까♥, 정액 싸줘♥, 잔뜩 가슴 짜줄 거야♥♥!」"
,,,,,,,,,,
Akiho.Fallen2-46,,(ああっ♥、おチンポおいしすぎるっ♥、なんでこんなにおいしく感じちゃうのっ♥、絶対おかしくなってるっ♥),"(Ahhhh, your cock tastes too good, why does it taste so good, I'm definitely going crazy...)",「啊啊♥、陰莖太美味了♥、為什麼感覺這麼美味♥、一定是出問題了♥」,「啊啊♥、阴茎太美味了♥、为什么感觉这么美味♥、一定是出问题了♥」,(ああっ♥、おチンポおいしすぎるっ♥、なんでこんなにおいしく感じちゃうのっ♥、絶対おかしくなってるっ♥),（啊啊♥，陰莖太美味了♥，為什麼會覺得這麼好吃呢♥，我絕對已經變得不對勁了♥）,（啊啊♥，阴茎太美味了♥，为什么会觉得这么好吃呢♥，我绝对已经变得不对劲了♥）,(Ahhh♥ This dick tastes too good♥ Why does it feel so delicious♥ I'm definitely going crazy♥),"(아앗♥, 자지 너무 맛있어♥, 왜 이렇게 맛있게 느껴지는 거지♥, 절대 이상해졌어♥)"
,,,,,,,,,,
Akiho.Fallen2-47,戦闘員,「っ、このメス牛がっ、出してやるっ、オラッ！」,"「I'm gonna get you out of here, you bitch!」",「咕、這頭母牛，我要讓你射出來，喂！」,「咕、这头母牛，我要让你射出来，喂！」,「っ、このメス牛がっ、出してやるっ、オラッ！」,「妳這頭母牛，我就射給妳看，來啊！」,「妳这头母牛，我就射给妳看，来啊！」,"""Ngh, you cow! I'll give it to you! Take it!""","「윽, 이 암소 자식, 싸주마, 자!」"
,,,,,,,,,,
Akiho.Fallen2-48,2－8,ドプッ、ドビュルルルルルッッ,"Dop, dop, dop.",哐噹、哐噹噹噹噹！,哐当、哐当当当当！,ドプッ、ドビュルルルルルッッ,咚噗、多嗶嚕嚕嚕嚕嚕,咚噗、多哔噜噜噜噜噜,"Splurt, Spuuuuurrrt","돞, 도뷰르르르르릇"
,,,,,,,,,,
Akiho.Fallen2-49,,戦闘員の肉体改造されたチンポから常人の何倍もの量もの精液が明穂の口に流し込まれる,The combatant's physically modified cock pours many times the amount of semen into Akiho's mouth than that of a normal person.,戰鬥員經過肉體改造的陰莖，將比一般人多出數倍的精液注入明穗的口中。,战斗员经过肉体改造的阴茎，将比一般人多出数倍的精液注入明穗的口中。,戦闘員の肉体改造されたチンポから常人の何倍もの量もの精液が明穂の口に流し込まれる,從戰鬥員經過肉體改造的陰莖中，比常人多好幾倍的精液被注入了明穗的口中。,从战斗员经过肉体改造的阴茎中，比常人多好几倍的精液被注入了明穗的口中。,The soldier's modified penis poured many times a normal person's amount of semen into Akiho's mouth.,전투원의 육체 개조된 자지에서 평범한 사람의 몇 배나 되는 양의 정액이 아키호의 입에 흘러 들어온다
,,,,,,,,,,
Akiho.Fallen2-50,明穂,「んん～～～っ♥、ゴキュッ♥♥、ゴキュッ♥、ジュルルッッ♥♥、ジュパッ♥、ジュルルッ♥」,"「Nn~~~♥, gokkk♥♥, gokkk♥♥, julk♥♥, julk♥♥, julk♥♥.」",「嗯～～～♥、啾♥♥、啾♥、咕噜噜♥♥、啾啪♥、咕噜噜♥」,「嗯～～～♥、啾♥♥、啾♥、咕噜噜♥♥、啾啪♥、咕噜噜♥」,「んん～～～っ♥、ゴキュッ♥♥、ゴキュッ♥、ジュルルッッ♥♥、ジュパッ♥、ジュルルッ♥」,「嗯嗯～～～♥，咕嚕♥♥，咕嚕♥，啾嚕嚕♥♥，啾帕♥，啾嚕嚕♥」,「嗯嗯～～～♥，咕噜♥♥，咕噜♥，啾噜噜♥♥，啾帕♥，啾噜噜♥」,"""Mmm♥ Gulp♥♥ Gulp♥ Slurrp♥♥ Suck♥ Slurrp♥""","「응응~~~윽♥, 꿀꺽♥♥, 꿀꺽♥, 쥬르르릇♥♥, 쥬팟♥, 쥬르르릇♥」"
,,,,,,,,,,
Akiho.Fallen2-51,,「んんっ♥！？、ちゅぱっ♥、なにこれっ♥♥、せーえき♥、おいしすぎてぇっ♥、体があつくなるぅ♥♥」,「Mmm! What is this?」,「嗯嗯♥！？、啾啪♥、這是什麼♥♥、聖液♥、太美味了♥、身體變得熱烘烘的♥♥」,「嗯嗯♥！？、啾啪♥、这是什么♥♥、圣液♥、太美味了♥、身体变得热烘烘的♥♥」,「んんっ♥！？、ちゅぱっ♥、なにこれっ♥♥、せーえき♥、おいしすぎてぇっ♥、体があつくなるぅ♥♥」,「嗯嗯！♥！？，啾♥，這是什麼♥♥，精液♥，太美味了！♥，身體都熱起來了♥♥」,「嗯嗯！♥！？，啾♥，这是什么♥♥，精液♥，太美味了！♥，身体都热起来了♥♥」,"""Nnh?!♥ Slurp♥ What is this♥♥ The jizz♥ tastes too good♥ My body's getting hot♥♥""","「응응읏♥!?, 츄팟♥, 뭐야 이거♥♥, 정액♥, 너무 맛있어서♥, 몸이 뜨거워져♥♥」"
,,,,,,,,,,
Akiho.Fallen2-52,戦闘員,「おおっ、ふうっ、どうやら肉体改造の影響がちゃんと出てるようだな」,"「Oh, wow, looks like the body modification is taking its proper toll.」",「哦哦，呼呼，看來肉體改造的影響已經顯現出來了呢」,「哦哦，呼呼，看来肉体改造的影响已经显现出来了呢」,「おおっ、ふうっ、どうやら肉体改造の影響がちゃんと出てるようだな」,「喔喔！呼！看來肉體改造的影響確實產生作用了呢。」,「喔喔！呼！看来肉体改造的影响确实产生作用了呢。」,"""Ooh, phew, looks like the body modification is working properly.""","「오옷, 후웃, 아무래도 육체 개조의 영향이 제대로 나오고 있는 것 같군」"
,,,,,,,,,,
Akiho.Fallen2-53,明穂,「んんっ♥、ちゅぷっ♥、ゴクッ♥、ほかにもなにかっ、したのっ！？♥」,"「I'm not sure what else you did. Oh, my God!」",「嗯嗯♥、啾噗♥、咕咕♥、還有其他的、在下面！？♥」,「嗯嗯♥、啾噗♥、咕咕♥、还有其他的、在下面！？♥」,「んんっ♥、ちゅぷっ♥、ゴクッ♥、ほかにもなにかっ、したのっ！？♥」,「嗯嗯！♥，吸♥，咕嘟♥，你們還對我做了別的什麼嗎！？♥」,「嗯嗯！♥，吸♥，咕嘟♥，你们还对我做了别的什么吗！？♥」,"""Mmm♥ Slurp♥ Gulp♥ Did you do anything else?!♥""","「응응읏♥, 츄풋♥, 꿀꺽♥, 다른 것도 뭔가, 한 거야!?♥」"
,,,,,,,,,,
Akiho.Fallen2-54,戦闘員,「お前は俺達戦闘員のミルクサーバー兼性処理玩具として精液のフェロモンで発情するようになってんだよ」,"「You're supposed to be a milk server and sex toy for us combatants, rutting with the pheromones of semen.」",「你已經成為我們戰鬥員的乳牛兼性處理玩具，因精液的費洛蒙而變得發情了」,「你已经成为我们战斗员的乳牛兼性处理玩具，因精液的费洛蒙而变得发情了」,「お前は俺達戦闘員のミルクサーバー兼性処理玩具として精液のフェロモンで発情するようになってんだよ」,「妳被改造成會對精液的費洛蒙發情，成為我們戰鬥員的奶水供應器兼性處理玩物。」,「妳被改造成会对精液的费洛蒙发情，成为我们战斗员的奶水供应器兼性处理玩物。」,"""You've been modified to go into heat from semen pheromones, to serve as our milk server and sex toy for us soldiers.""",「너는 우리 전투원들의 밀크 서버 겸 성처리 장난감으로서 정액의 페로몬으로 발정하게 되어 있어」
,,,,,,,,,,
Akiho.Fallen2-55,明穂,「そんなぁッ♥♥、そんなのっ、まるで動物じゃないっ♥、そんなのってぇ♥」,"「No, no, no, no, it's not like that, it's not like that, it's not like that, it's not like that, it's not like that.」",「這樣啦♥♥、這樣的事情，完全不像動物一樣♥、這樣的事情嘛♥」,「这样啦♥♥、这样的事情，完全不像动物一样♥、这样的事情嘛♥」,「そんなぁッ♥♥、そんなのっ、まるで動物じゃないっ♥、そんなのってぇ♥」,「怎麼會♥♥，這種事！我就像動物一樣了嘛♥，怎麼可以這樣♥」,「怎么会♥♥，这种事！我就像动物一样了嘛♥，怎么可以这样♥」,"""No way♥♥ That's like I'm an animal♥ How could you♥""","「그런앗♥♥, 그런 거, 마치 동물 같잖아♥, 그런 거어♥」"
,,,,,,,,,,
Akiho.Fallen2-56,戦闘員,「ついでにお前が飲んだ精液は効率的にお前の体に吸収されて母乳に変換されるんだ。これがエコってやつだな」,"「And by the way, the semen you drink is efficiently absorbed by your body and converted into breast milk. This is what I call eco―friendly.」",「順便一提，你喝下的精液會被有效地吸收到你的身體，轉化為母乳。這就是所謂的生態效應。」,「顺便一提，你喝下的精液会被有效地吸收到你的身体，转化为母乳。这就是所谓的生态效应。」,「ついでにお前が飲んだ精液は効率的にお前の体に吸収されて母乳に変換されるんだ。これがエコってやつだな」,「順帶一提，妳喝下的精液會被妳的身體有效吸收，並轉換成母乳。這就是所謂的環保啦。」,「顺带一提，妳喝下的精液会被妳的身体有效吸收，并转换成母乳。这就是所谓的环保啦。」,"""Also, the semen you drank gets efficiently absorbed by your body and converted into breast milk. That's what we call eco-friendly.""",「덤으로 네가 마신 정액은 효율적으로 네 몸에 흡수되어 모유로 변환된다. 이게 바로 에코라는 거지」
,,,,,,,,,,
Akiho.Fallen2-57,明穂,「そんなっ♥♥、ゴクンッ♥、こんなの聖核戦姫どころか人間じゃないぃっ♥、家畜以下になってるッ♥♥」,"「I'm not just a Holy Core Battlemaiden, I'm not even a human being, I'm no more than a domestic animal.」",「這樣啦♥♥、咕咕♥、這樣的事情不僅適合聖核戰姬，甚至不像人一樣♥、已經變成比家畜還要低等了♥♥」,「这样啦♥♥、咕咕♥、这样的事情不仅适合圣核战姬，甚至不像人一样♥、已经变成比家畜还要低等了♥♥」,「そんなっ♥♥、ゴクンッ♥、こんなの聖核戦姫どころか人間じゃないぃっ♥、家畜以下になってるッ♥♥」,「怎麼這樣♥♥，咕咚！♥，我這樣別說聖核戰姬，連人都稱不上了！♥，變成比家畜還不如了♥♥」,「怎么这样♥♥，咕咚！♥，我这样别说圣核战姬，连人都称不上了！♥，变成比家畜还不如了♥♥」,"""No♥♥ Gulp♥ This isn't even human anymore, let alone a Holy Core Battlemaiden♥ I've become less than livestock♥♥""","「그런♥♥, 꿀꺽♥, 이런 거 성핵전희는커녕 인간도 아니잖아♥, 가축 이하가 되어버렷♥♥」"
