Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,Traditional Chinese,Simplified Chinese,English_Steam,Korean_Steam,Simplified Chinese_Steam
Daiya.Fallen2-91,ダイヤ,「う゛うっ、私はっ…まけ…な…ひぎゅっ！？」,「う゛うっ、私はっ…まけ…な…ひぎゅっ！？」,「嗚…我…才…沒…輸…呀！？」,,「喔喔、我…輸…不…嗚咕！？」,,"""Uuh, I won't... lo... se... higyuh?!""","「으옷 윽, 나는… 지지… 않… 히귯!?」",「呜…我…才…没…输…呀！？」
,,,,,,,,,,
Daiya.Fallen2-92,Daiya darkness 1-7,怪人が動きをとめ、ダイヤを一番深い位置で固定する,怪人が動きをとめ、ダイヤを一番深い位置で固定する,怪人停下了動作，將黛雅固定在最深的位置,,怪人停止了動作，將黛雅固定在最深處。,,The fiend stopped Daiya and pinned her down while he was deep inside her.,"괴인이 움직임을 멈추고, 다이아를 가장 깊은 위치에서 고정한다",怪人停下了动作，将黛雅固定在最深的位置
,,,,,,,,,,
Daiya.Fallen2-93,ダイヤ,「ひあっ！？な、何をする気だあっ――――？！」,「ひあっ！？な、何をする気だあっ――――？！」,「呀啊！？你、你想做什麼――――？！」,,「喔啊！？你、你想做什麼啊――――？！」,,"""Hyaa?! Wh-what are you planning to do?!""","「히앗!? 무, 무슨 짓을 할 셈이야――――?!」",「呀啊！？你、你想做什么――――？！」
,,,,,,,,,,
Daiya.Fallen2-94,Daiya darkness 1-8,その瞬間怪人のチンポの先端からダイヤの子宮の奥へと熱い精液の奔流が放たれた,その瞬間怪人のチンポの先端からダイヤの子宮の奥へと熱い精液の奔流が放たれた,那一瞬間，灼熱的精液奔流從怪人雞巴的前端射向黛雅的子宮深處。,,怪人的陰莖尖端突然噴射出炙熱的精液，直衝黛雅子宮深處。,,"At that moment, a torrent of hot semen was unleashed from the tip of the fiend's cock deep into Daiya's womb.",그 순간 괴인의 자지 끝에서 다이아의 자궁 속 깊은 곳으로 뜨거운 정액의 분류가 방출되었다,那一瞬间，灼热的精液奔流从怪人鸡巴的前端射向黛雅的子宫深处。
,,,,,,,,,,
Daiya.Fallen2-95,,ドクッ！ドビュルルルルルッル！！,ドクッ！ドビュルルルルルッル！！,噗通！咚咻嚕嚕嚕嚕嚕！！,,哼！嘟噜噜噜噜！！,,Throb! Splurrrrrt!!,도큣! 도뷰르르르르릇르릇!!,噗通！咚咻噜噜噜噜噜！！
,,,,,,,,,,
Daiya.Fallen2-96,ダイヤ,「お゛おっ♥！？お゛ほお゛お゛お゛お゛ッッッッ！！！？」,「お゛おっ♥！？お゛ほお゛お゛お゛お゛ッッッッ！！！？」,「喔喔♥！？喔吼喔喔喔喔喔！！！？」,,「喔喔♥！？喔喔喔喔喔喔！！！」,,"""Ohhh♥?! Ohhooooohhh!!!?""",「오옷 오옷♥!? 오옷 홋오옷 오옷 오옷 오옷 옷!!!?」,「喔喔♥！？喔吼喔喔喔喔喔！！！？」
,,,,,,,,,,
Daiya.Fallen2-97,,子宮を潰されながら精液を子宮に流し込まれ、ダイヤは悲鳴にならない悲鳴を上げる,子宮を潰されながら精液を子宮に流し込まれ、ダイヤは悲鳴にならない悲鳴を上げる,子宮被輾壓的同時，精液被灌入子宮，黛雅發出不成聲的悲鳴。,,子宮被壓潰，同時被灌注精液，黛雅發出無法成為悲鳴的悲鳴。,,"As semen poured into her womb while it was being crushed, Daiya let out a scream that wasn't quite a scream.","자궁을 짓뭉개면서 정액을 자궁에 흘려 넣어져, 다이아는 비명 아닌 비명을 지른다",子宫被辗压的同时，精液被灌入子宫，黛雅发出不成声的悲鸣。
,,,,,,,,,,
Daiya.Fallen2-98,,ドクドクドクッ！！ブシュウウウウウッ！！！,ドクドクドクッ！！ブシュウウウウウッ！！！,噗通噗通噗通！！噗咻嗚嗚嗚嗚！！！,,嘟嘟嘟嘟！！噗噗噗噗噗！！,,"Throb, throb, throb!! Gushhhhh!!!",도크도크도크!! 부슈우우우우웃!!!,噗通噗通噗通！！噗咻呜呜呜呜！！！
,,,,,,,,,,
Daiya.Fallen2-99,ダイヤ,「お゛おっ♥♥！？！？…お゛おおっ♥♥！！」,「お゛おっ♥♥！？！？…お゛おおっ♥♥！！」,「喔喔♥♥！？！？…喔喔喔♥♥！！」,,「喔喔♥♥！？！？…喔喔喔♥♥！！」,,"""Ohhh♥♥?!?!... Ohhhh♥♥!!""",「오옷 오옷♥♥!?!?… 오옷 오오옷♥♥!!」,「喔喔♥♥！？！？…喔喔喔♥♥！！」
,,,,,,,,,,
Daiya.Fallen2-100,,「おちんぽからっ♥♥、あついのでてるううっ～～～♥！？」,「おちんぽからっ♥♥、あついのでてるううっ～～～♥！？」,「從雞巴♥、有燙燙的東西出來了～～～♥！？」,,「陽具好燙♥♥，正在冒出熱熱的呢～～～♥！？」,,"""From your cock♥♥ Something hot is coming ouuut♥?!""","「자지에서♥♥, 뜨거운 게 나오고 있어어어~~~♥!?」",「从鸡巴♥、有烫烫的东西出来了～～～♥！？」
,,,,,,,,,,
Daiya.Fallen2-101,,逆流した精液が結合部からあふれ出る,逆流した精液が結合部からあふれ出る,逆流的精液從結合處滿溢出來,,逆流的精液從結合部溢出。,,The excess leaked from where they were joined,역류한 정액이 결합부에서 넘쳐흐른다,逆流的精液从结合处满溢出来
,,,,,,,,,,
Daiya.Fallen2-102,ダイヤ,「お゛っ♥、うお゛っ♥、お゛おっ！？おおおっ♥！？」,「お゛っ♥、うお゛っ♥、お゛おっ！？おおおっ♥！？」,「喔♥、嗚喔♥、喔喔！？喔喔喔♥！？」,,「喔♥、喔喔♥、喔喔！？喔喔喔♥！？」,,"""Oh♥, uoh♥, ohh?! Ohhh♥?!""","「오옷 옷♥, 우오옷 옷♥, 오옷 오옷!? 오오오옷♥!?」",「喔♥、呜喔♥、喔喔！？喔喔喔♥！？」
,,,,,,,,,,
Daiya.Fallen2-103,,「ひぎっ、お゛っ♥なにっ♥、これっ♥♥…せいえきっ♥♥………子宮にっ…んおおおっ～～♥♥！？」,「ひぎっ、お゛っ♥なにっ♥、これっ♥♥…せいえきっ♥♥………子宮にっ…んおおおっ～～♥♥！？」,「呀、喔♥什麼♥、這個♥♥…精液♥♥………在子宮裡…嗯喔喔喔～～♥♥！？」,,「嘿嘿、喔♥怎麼♥，這個♥♥…精液♥♥………子宮裡…嗯喔喔～～♥♥！？」,,"""Hiii, oh♥ what♥ is this♥♥... semen♥♥... in my womb... nhooooh♥♥?!""","「히긱, 오옷 옷♥ 뭐얏♥, 이거♥♥… 정액♥♥……… 자궁에… 응오오오옷~~♥♥!?」",「呀、喔♥什么♥、这个♥♥…精液♥♥………在子宫里…嗯喔喔喔～～♥♥！？」
,,,,,,,,,,
Daiya.Fallen2-104,,ドクッ……ドクッ……,ドクッ……ドクッ……,噗通……噗通……,,滴答……滴答……,,Throb... throb...,도큣…… 도큣……,噗通……噗通……
,,,,,,,,,,
Daiya.Fallen2-105,那由多,「ふふっ…凄いでしょダイヤさん♥ご主人様のおちんぽは。」,「ふふっ…凄いでしょダイヤさん♥ご主人様のおちんぽは。」,「呵呵…很厲害吧黛雅小姐♥主人的雞巴。」,,「呵呵… 黛雅先生，您看，主人的陽具多厲害♥。」,,"""Fufu... Amazing, isn't it, Daiya♥ Is Master's cock not great?""",「후훗… 굉장하죠 다이아 씨♥ 주인님의 자지는.」,「呵呵…很厉害吧黛雅小姐♥主人的鸡巴。」
,,,,,,,,,,
Daiya.Fallen2-106,ダイヤ,「ひぎっ…うっ……うるさい…っ！！」,「ひぎっ…うっ……うるさい…っ！！」,「呀…嗚……吵死了…！！」,,「嘿嘿…嗚……吵死了…！！」,,"""Hiii... ugh... shut up...!!""",「히긱… 윽…… 시끄러워…!!」,「呀…呜……吵死了…！！」
,,,,,,,,,,
Daiya.Fallen2-107,,ズルズルッ……ギュポッ…！！,ズルズルッ……ギュポッ…！！,嘶嚕嘶嚕……啾啵…！！,,滑溜溜……咕嚕……！！,,"Schlick, schlick... pop...!!",즈르즈릇…… 뀨폿…!!,嘶噜嘶噜……啾啵…！！
,,,,,,,,,,
Daiya.Fallen2-108,Daiya darknenss 1-9,「ほ゛おおおっ♥！？お゛おお～～～～♥！？」,「ほ゛おおおっ♥！？お゛おお～～～～♥！？」,「吼喔喔喔♥！？喔喔喔～～～～♥！？」,,「喔喔喔♥！？喔喔～～～～♥！？」,,"""Hooooh♥?! Ohhhhh♥?!""",「호옷 오오오옷♥!? 오옷 오오~~~~♥!?」,「吼喔喔喔♥！？喔喔喔～～～～♥！？」
,,,,,,,,,,
Daiya.Fallen2-109,,ダイヤの秘所から怪人のペニスがずるずると引き抜かれ、ダイヤに放たれた精液がぼとぼとと零れ落ちる,ダイヤの秘所から怪人のペニスがずるずると引き抜かれ、ダイヤに放たれた精液がぼとぼとと零れ落ちる,怪人的雞巴緩緩地從黛雅的祕處抽出，射入黛雅體內的精液也隨之滴滴答答地流了出來。,,從黛雅的秘密之處被怪人的陰莖滑溜溜地抽出，射在黛雅身上的精液滴答滴答地滴落。,,"The fiend's cock popped out from Daiya's crotch with a wet sound, and the semen that had been shot into Daiya dripped out.","다이아의 은밀한 곳에서 괴인의 페니스가 즈르륵 뽑혀 나오고, 다이아에게 방출된 정액이 뚝뚝 떨어진다",怪人的鸡巴缓缓地从黛雅的秘处抽出，射入黛雅体内的精液也随之滴滴答答地流了出来。
,,,,,,,,,,
Daiya.Fallen2-110,ダイヤ,「ひああっ♥♥…おまんこがっ…閉じれない…いぃ…♥♥！？」,「ひああっ♥♥…おまんこがっ…閉じれない…いぃ…♥♥！？」,「呀啊♥♥…小穴…合不起來…了…♥♥！？」,,「嗚啊♥♥…陰道…關不緊…啊…♥♥！？」,,"""Hyaaa♥♥... my pussy... won't close... aaah♥♥?!""",「히아앗♥♥… 보지가… 닫히지 않아… 이이…♥♥!?」,「呀啊♥♥…小穴…合不起来…了…♥♥！？」
,,,,,,,,,,
Daiya.Fallen2-111,,「偉いですよダイヤさん！弱い聖核戦姫と違ってしっかりご主人様が射精するまで壊れませんでした！私の見立ては間違ってなかったですね！」,「偉いですよダイヤさん！弱い聖核戦姫と違ってしっかりご主人様が射精するまで壊れませんでした！私の見立ては間違ってなかったですね！」,「妳很棒喔！黛雅小姐！跟那些弱小的聖核戰姫不一樣，妳撐到了主人射精都還沒壞掉！我的眼光果然沒錯！」,,「偉大了，黛雅！不像那些軟弱的聖核戰姬，直到主人射精前都沒有故障！我的判斷沒有錯！」,,"""Well done, Daiya! Unlike weak Holy Core Battlemaidens, you didn't break until Master finished! My assessment wasn't wrong!""",「대단해요 다이아 씨! 약한 성핵전희와는 달리 제대로 주인님이 사정할 때까지 망가지지 않았어요! 제 판단은 틀리지 않았군요!」,「你很棒喔！黛雅小姐！跟那些弱小的圣核战姫不一样，你撑到了主人射精都还没坏掉！我的眼光果然没错！」
,,,,,,,,,,
Daiya.Fallen2-112,,「ふふっ♥、これからご主人様に沢山可愛がってもらって立派なオナホになりましょうね♥」,「ふふっ♥、これからご主人様に沢山可愛がってもらって立派なオナホになりましょうね♥」,「呵呵♥，接下來就讓主人好好疼愛妳，成為一個獨當一面的自慰套吧♥」,,「呼呼♥，接下來要讓主人多多疼愛，成為一個出色的自慰器吧♥」,,"""Fufu♥ From now on, let's have Master give you lots of affection and become a splendid sex toy♥""","「후훗♥, 이제부터 주인님께 많이 귀여움 받아서 훌륭한 오나홀이 되도록 해요♥」",「呵呵♥，接下来就让主人好好疼爱你，成为一个独当一面的自慰套吧♥」
,,,,,,,,,,
Daiya.Fallen2-113,ダイヤ,「はあっ♥、はあっ♥、お゛おっ♥だ、だれが……オナホなんかにぃ…♥！」,「はあっ♥、はあっ♥、お゛おっ♥だ、だれが……オナホなんかにぃ…♥！」,「哈啊♥、哈啊♥、喔喔♥誰、誰是……自慰套…♥！」,,「呼啊♥、呼啊♥、喔喔♥，誰……竟然變成…自慰器什麼的…♥！」,,"""Haa♥ haa♥ ohh♥ wh-who would... become a sex toy...♥!""","「하앗♥, 하앗♥, 오옷 오옷♥ 다, 누가…… 오나홀 따위에…♥!」",「哈啊♥、哈啊♥、喔喔♥谁、谁是……自慰套…♥！」
,,,,,,,,,,
Daiya.Fallen2-114,那由多,「おやおや、これは驚きました！まさかまだ反抗心が残っているとは…！」,「おやおや、これは驚きました！まさかまだ反抗心が残っているとは…！」,「哎呀哎呀，這真是嚇到我了！沒想到妳居然還有反抗的意志…！」,,「哦哦，這真是令人驚訝！竟然還有反抗心殘留…！」,,"""Oh my, this is surprising! To think you can still be rebellious...""","「어머어머, 이건 놀랐습니다! 설마 아직 반항심이 남아 있다니…!」",「哎呀哎呀，这真是吓到我了！没想到你居然还有反抗的意志…！」
,,,,,,,,,,
Daiya.Fallen2-115,ダイヤ,「私はっ……この…程度でっ…まけは…しないっ♥！」,「私はっ……この…程度でっ…まけは…しないっ♥！」,「我…才不會…因為這種…程度…就認…輸♥！」,,「我…就…這種程度…不會輸的♥！」,,"""This... is... not enough to... defeat me...""",「나는…… 이… 정도로… 지지는… 않아♥!」,「我…才不会…因为这种…程度…就认…输♥！」
,,,,,,,,,,
Daiya.Fallen2-116,,「私は…オナホなんかに…ならない…っ♥！」,「私は…オナホなんかに…ならない…っ♥！」,「我…才不會…變成…自慰套…♥！」,,「我…不會成為…自慰器什麼的…♥！」,,"""I won't... become... a sex toy...♥!""",「나는… 오나홀 따위가… 되지 않아…윽♥!」,「我…才不会…变成…自慰套…♥！」
,,,,,,,,,,
Daiya.Fallen2-117,那由多,「ふふっ、大丈夫ですよ。ご主人様は絶倫ですから♥貴女が堕ちるまで何度でも相手してくれます♥」,「ふふっ、大丈夫ですよ。ご主人様は絶倫ですから♥貴女が堕ちるまで何度でも相手してくれます♥」,「呵呵，別擔心喔。主人可是精力無窮的♥他會不厭其煩地陪妳玩，直到妳墮落為止♥」,,「呼呼，沒問題的。主人是個不知疲倦的人♥他會陪伴你，直到你崩潰為止♥」,,"""Fufu, don't worry. Master has incredible stamina♥ He'll keep going until you fall♥""","「후훗, 괜찮아요. 주인님은 절륜이시니까요♥ 당신이 타락할 때까지 몇 번이고 상대해주십니다♥」",「呵呵，别担心喔。主人可是精力无穷的♥他会不厌其烦地陪你玩，直到你堕落为止♥」
